g	nindividual	cost	p(0)	p(1)	p(2)	p(3)	p(4)	p(5)	
48	2178	2.27086e-05	13.4972	0.744422	2.1903	60.6799	0.0930813	8.23267
48	2580	2.27283e-05	12.8905	0.803503	2.20513	69.2321	0.0936937	7.43266
48	2565	2.27297e-05	13.0443	0.787971	2.19873	68.3257	0.0951943	9.83712
48	2451	2.27455e-05	13.2065	0.789952	2.17126	69.1669	0.0920536	9.7024
48	2567	2.27701e-05	12.8908	0.803385	2.16503	69.622	0.0918524	9.74561
48	2559	2.27782e-05	13.2148	0.792543	2.18212	68.9148	0.0917758	9.63746
48	2382	2.27853e-05	13.348	0.802577	2.20318	65.889	0.0952376	9.7837
48	2507	2.27869e-05	13.1186	0.815284	2.20359	69.3937	0.0959835	9.77529
48	2476	2.27891e-05	13.0111	0.804798	2.2065	68.6251	0.093978	10.0784
48	2045	2.2795e-05	11.9391	0.881873	1.972	62.346	0.102173	6.76497
48	2252	2.2819e-05	13.2537	0.794307	2.20665	67.7654	0.0945852	10.1285
48	2377	2.28311e-05	13.2168	0.796314	2.18749	69.0038	0.0919988	9.71717
48	2366	2.28403e-05	13.2091	0.824328	2.19505	68.8694	0.097098	7.41603
48	2502	2.2842e-05	13.4054	0.814035	2.15333	59.855	0.095341	6.86224
48	2590	2.28481e-05	13.3124	0.808165	2.1447	68.4971	0.0916459	6.89217
48	2593	2.28542e-05	13.1743	0.802145	2.16767	69.6233	0.091211	10.0664
48	2431	2.28873e-05	13.2398	0.804141	2.17351	68.0373	0.096768	9.25664
48	2496	2.28955e-05	13.1394	0.803583	2.22974	69.3624	0.0930263	7.37685
48	2446	2.28985e-05	13.2331	0.706123	2.16253	68.5588	0.0838062	56.2057
48	2402	2.29082e-05	13.2591	0.794458	2.18802	68.7217	0.0912673	9.18642
48	2401	2.2909e-05	13.2593	0.797533	2.18406	68.2931	0.0952552	9.28064
48	2554	2.29115e-05	13.3911	0.796129	2.22707	66.1362	0.0951337	6.94287
48	2495	2.29122e-05	13.2777	0.8008	2.18652	68.0743	0.0920059	9.61125
48	2457	2.29256e-05	13.3417	0.714998	2.21357	67.0741	0.0843849	9.74853
48	2354	2.29286e-05	13.1316	0.71324	2.20967	69.1093	0.0855923	9.8011
48	2595	2.29367e-05	13.0752	0.794256	2.17908	68.1623	0.0911247	12.2438
48	2429	2.29537e-05	13.2836	0.808092	2.22258	68.0083	0.0958179	9.87465
48	2404	2.29689e-05	13.336	0.723779	2.19792	65.702	0.0840932	9.87441
48	2528	2.29716e-05	13.1097	0.788968	2.19053	68.8682	0.0956881	9.65403
49	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
49	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
49	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
49	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
49	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
49	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
49	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
49	2630	1.31079e-05	12.3033	0.886169	0.923199	19.348	0.090382	10.1885
49	2533	1.32544e-05	12.326	0.79753	0.939613	19.3941	0.0958743	9.32883
49	2537	1.34058e-05	12.3969	0.886658	0.939552	19.1655	0.101598	7.47564
49	2169	1.38005e-05	12.4215	0.877493	0.938479	19.183	0.100679	9.75328
49	2254	1.38276e-05	12.3254	0.881936	0.930326	19.2733	0.101011	10.1759
49	2545	2.18833e-05	13.1397	0.885184	0.968614	19.7488	0.0936708	11.5095
49	2326	2.22274e-05	13.2692	0.878638	2.17989	60.0998	0.108128	6.93843
49	2460	2.22477e-05	13.2936	0.884926	2.16581	59.511	0.107872	6.88693
49	2320	2.22507e-05	13.3623	0.784119	2.17389	61.7446	0.0963217	7.41296
49	2566	2.24328e-05	13.2174	0.879755	2.19901	60.0627	0.108897	6.95748
49	2481	2.24987e-05	13.2031	0.798669	2.20673	66.2052	0.096154	6.91717
49	2636	2.25575e-05	13.0187	0.793263	2.18548	66.1638	0.0942556	9.80619
49	2513	2.26064e-05	13.2056	0.785274	2.17094	66.6677	0.0953885	9.7963
49	2439	2.26423e-05	13.1907	0.800229	2.17576	68.3021	0.0926616	9.28444
49	2643	2.26485e-05	12.9455	0.801936	2.18273	68.264	0.0960054	12.3196
49	2530	2.27041e-05	13.2335	0.792554	2.15402	68.9482	0.0917054	9.36584
49	2592	2.27061e-05	12.9914	0.789504	2.19043	68.6301	0.0916543	9.62331
49	2178	2.27086e-05	13.4972	0.744422	2.1903	60.6799	0.0930813	8.23267
49	2632	2.27144e-05	13.3143	0.800522	2.14372	59.3393	0.0944082	6.82334
49	2580	2.27283e-05	12.8905	0.803503	2.20513	69.2321	0.0936937	7.43266
49	2565	2.27297e-05	13.0443	0.787971	2.19873	68.3257	0.0951943	9.83712
49	2451	2.27455e-05	13.2065	0.789952	2.17126	69.1669	0.0920536	9.7024
49	2625	2.27611e-05	13.2436	0.798228	2.13601	69.354	0.0922805	9.31256
49	2567	2.27701e-05	12.8908	0.803385	2.16503	69.622	0.0918524	9.74561
49	2615	2.27762e-05	12.9572	0.789101	2.20412	69.1345	0.094497	9.93089
49	2559	2.27782e-05	13.2148	0.792543	2.18212	68.9148	0.0917758	9.63746
49	2382	2.27853e-05	13.348	0.802577	2.20318	65.889	0.0952376	9.7837
49	2507	2.27869e-05	13.1186	0.815284	2.20359	69.3937	0.0959835	9.77529
49	2476	2.27891e-05	13.0111	0.804798	2.2065	68.6251	0.093978	10.0784
49	2045	2.2795e-05	11.9391	0.881873	1.972	62.346	0.102173	6.76497
49	2252	2.2819e-05	13.2537	0.794307	2.20665	67.7654	0.0945852	10.1285
49	2377	2.28311e-05	13.2168	0.796314	2.18749	69.0038	0.0919988	9.71717
49	2366	2.28403e-05	13.2091	0.824328	2.19505	68.8694	0.097098	7.41603
49	2502	2.2842e-05	13.4054	0.814035	2.15333	59.855	0.095341	6.86224
49	2602	2.28461e-05	12.9597	0.798843	2.20153	69.756	0.091098	7.37022
49	2590	2.28481e-05	13.3124	0.808165	2.1447	68.4971	0.0916459	6.89217
49	2593	2.28542e-05	13.1743	0.802145	2.16767	69.6233	0.091211	10.0664
49	2431	2.28873e-05	13.2398	0.804141	2.17351	68.0373	0.096768	9.25664
49	2496	2.28955e-05	13.1394	0.803583	2.22974	69.3624	0.0930263	7.37685
49	2446	2.28985e-05	13.2331	0.706123	2.16253	68.5588	0.0838062	56.2057
49	2402	2.29082e-05	13.2591	0.794458	2.18802	68.7217	0.0912673	9.18642
49	2401	2.2909e-05	13.2593	0.797533	2.18406	68.2931	0.0952552	9.28064
49	2554	2.29115e-05	13.3911	0.796129	2.22707	66.1362	0.0951337	6.94287
50	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
50	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
50	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
50	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
50	2688	1.42329e-07	11.4934	0.888683	0.961051	19.5304	0.101929	11.3725
50	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
50	2661	2.35626e-07	11.4114	0.87731	0.962635	19.4804	0.0963227	11.6479
50	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
50	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
50	2657	5.04361e-07	11.447	0.877588	0.950729	19.7373	0.102379	11.3643
50	2667	4.63074e-06	12.0077	0.873851	0.951802	19.4894	0.0947134	6.7114
50	2630	1.31079e-05	12.3033	0.886169	0.923199	19.348	0.090382	10.1885
50	2533	1.32544e-05	12.326	0.79753	0.939613	19.3941	0.0958743	9.32883
50	2537	1.34058e-05	12.3969	0.886658	0.939552	19.1655	0.101598	7.47564
50	2169	1.38005e-05	12.4215	0.877493	0.938479	19.183	0.100679	9.75328
50	2254	1.38276e-05	12.3254	0.881936	0.930326	19.2733	0.101011	10.1759
50	2676	2.17285e-05	13.109	0.878002	0.967819	19.8844	0.0942308	11.4248
50	2545	2.18833e-05	13.1397	0.885184	0.968614	19.7488	0.0936708	11.5095
50	2326	2.22274e-05	13.2692	0.878638	2.17989	60.0998	0.108128	6.93843
50	2460	2.22477e-05	13.2936	0.884926	2.16581	59.511	0.107872	6.88693
50	2320	2.22507e-05	13.3623	0.784119	2.17389	61.7446	0.0963217	7.41296
50	2566	2.24328e-05	13.2174	0.879755	2.19901	60.0627	0.108897	6.95748
50	2675	2.2468e-05	13.1634	0.793173	2.17051	66.8982	0.0954384	9.74266
50	2481	2.24987e-05	13.2031	0.798669	2.20673	66.2052	0.096154	6.91717
50	2695	2.25054e-05	13.3473	0.883436	2.20349	60.3227	0.107558	6.96653
50	2636	2.25575e-05	13.0187	0.793263	2.18548	66.1638	0.0942556	9.80619
50	2513	2.26064e-05	13.2056	0.785274	2.17094	66.6677	0.0953885	9.7963
50	2678	2.26103e-05	13.1132	0.794881	2.16616	69.5734	0.0922647	8.18802
50	2665	2.26257e-05	13.2794	0.791274	2.16416	66.8346	0.0944473	6.79076
50	2439	2.26423e-05	13.1907	0.800229	2.17576	68.3021	0.0926616	9.28444
50	2670	2.26425e-05	12.913	0.799803	2.16897	66.5683	0.0942589	9.90539
50	2643	2.26485e-05	12.9455	0.801936	2.18273	68.264	0.0960054	12.3196
50	2671	2.2661e-05	13.1335	0.807025	2.18355	68.2579	0.0932268	9.26848
50	2682	2.26861e-05	13.3078	0.796872	2.15663	67.6734	0.0914188	6.91072
50	2530	2.27041e-05	13.2335	0.792554	2.15402	68.9482	0.0917054	9.36584
50	2592	2.27061e-05	12.9914	0.789504	2.19043	68.6301	0.0916543	9.62331
50	2178	2.27086e-05	13.4972	0.744422	2.1903	60.6799	0.0930813	8.23267
50	2632	2.27144e-05	13.3143	0.800522	2.14372	59.3393	0.0944082	6.82334
50	2580	2.27283e-05	12.8905	0.803503	2.20513	69.2321	0.0936937	7.43266
50	2565	2.27297e-05	13.0443	0.787971	2.19873	68.3257	0.0951943	9.83712
50	2451	2.27455e-05	13.2065	0.789952	2.17126	69.1669	0.0920536	9.7024
50	2625	2.27611e-05	13.2436	0.798228	2.13601	69.354	0.0922805	9.31256
50	2677	2.27689e-05	13.2121	0.804658	2.17202	68.9536	0.094793	9.77228
50	2567	2.27701e-05	12.8908	0.803385	2.16503	69.622	0.0918524	9.74561
50	2615	2.27762e-05	12.9572	0.789101	2.20412	69.1345	0.094497	9.93089
50	2559	2.27782e-05	13.2148	0.792543	2.18212	68.9148	0.0917758	9.63746
50	2684	2.27829e-05	13.2099	0.791839	2.19891	68.4891	0.0923253	9.63402
50	2382	2.27853e-05	13.348	0.802577	2.20318	65.889	0.0952376	9.7837
50	2507	2.27869e-05	13.1186	0.815284	2.20359	69.3937	0.0959835	9.77529
50	2476	2.27891e-05	13.0111	0.804798	2.2065	68.6251	0.093978	10.0784
51	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
51	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
51	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
51	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
51	2722	6.74747e-08	11.4591	0.876023	0.965417	19.7539	0.102414	11.3855
51	2688	1.42329e-07	11.4934	0.888683	0.961051	19.5304	0.101929	11.3725
51	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
51	2661	2.35626e-07	11.4114	0.87731	0.962635	19.4804	0.0963227	11.6479
51	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
51	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
51	2657	5.04361e-07	11.447	0.877588	0.950729	19.7373	0.102379	11.3643
51	2733	5.47238e-07	11.4391	0.877858	0.974059	19.8004	0.0952356	11.4021
51	2701	7.63427e-07	11.505	0.893014	0.948863	19.9299	0.101547	11.3514
51	2667	4.63074e-06	12.0077	0.873851	0.951802	19.4894	0.0947134	6.7114
51	2630	1.31079e-05	12.3033	0.886169	0.923199	19.348	0.090382	10.1885
51	2533	1.32544e-05	12.326	0.79753	0.939613	19.3941	0.0958743	9.32883
51	2537	1.34058e-05	12.3969	0.886658	0.939552	19.1655	0.101598	7.47564
51	2169	1.38005e-05	12.4215	0.877493	0.938479	19.183	0.100679	9.75328
51	2254	1.38276e-05	12.3254	0.881936	0.930326	19.2733	0.101011	10.1759
51	2711	2.12406e-05	13.0146	0.882408	0.958631	19.6083	0.09444	11.4331
51	2676	2.17285e-05	13.109	0.878002	0.967819	19.8844	0.0942308	11.4248
51	2545	2.18833e-05	13.1397	0.885184	0.968614	19.7488	0.0936708	11.5095
51	2326	2.22274e-05	13.2692	0.878638	2.17989	60.0998	0.108128	6.93843
51	2460	2.22477e-05	13.2936	0.884926	2.16581	59.511	0.107872	6.88693
51	2320	2.22507e-05	13.3623	0.784119	2.17389	61.7446	0.0963217	7.41296
51	2744	2.24257e-05	13.3113	0.788225	2.17209	65.6561	0.0933243	7.38542
51	2566	2.24328e-05	13.2174	0.879755	2.19901	60.0627	0.108897	6.95748
51	2675	2.2468e-05	13.1634	0.793173	2.17051	66.8982	0.0954384	9.74266
51	2481	2.24987e-05	13.2031	0.798669	2.20673	66.2052	0.096154	6.91717
51	2695	2.25054e-05	13.3473	0.883436	2.20349	60.3227	0.107558	6.96653
51	2636	2.25575e-05	13.0187	0.793263	2.18548	66.1638	0.0942556	9.80619
51	2715	2.25622e-05	13.3565	0.891906	2.19962	60.4401	0.107735	6.97634
51	2513	2.26064e-05	13.2056	0.785274	2.17094	66.6677	0.0953885	9.7963
51	2678	2.26103e-05	13.1132	0.794881	2.16616	69.5734	0.0922647	8.18802
51	2716	2.26187e-05	12.8915	0.785537	2.17363	66.1341	0.0935133	9.31328
51	2665	2.26257e-05	13.2794	0.791274	2.16416	66.8346	0.0944473	6.79076
51	2439	2.26423e-05	13.1907	0.800229	2.17576	68.3021	0.0926616	9.28444
51	2670	2.26425e-05	12.913	0.799803	2.16897	66.5683	0.0942589	9.90539
51	2643	2.26485e-05	12.9455	0.801936	2.18273	68.264	0.0960054	12.3196
51	2671	2.2661e-05	13.1335	0.807025	2.18355	68.2579	0.0932268	9.26848
51	2682	2.26861e-05	13.3078	0.796872	2.15663	67.6734	0.0914188	6.91072
51	2724	2.26893e-05	13.1558	0.798433	2.175	66.4655	0.0922317	9.36309
51	2530	2.27041e-05	13.2335	0.792554	2.15402	68.9482	0.0917054	9.36584
51	2592	2.27061e-05	12.9914	0.789504	2.19043	68.6301	0.0916543	9.62331
51	2178	2.27086e-05	13.4972	0.744422	2.1903	60.6799	0.0930813	8.23267
51	2632	2.27144e-05	13.3143	0.800522	2.14372	59.3393	0.0944082	6.82334
51	2743	2.27172e-05	13.0201	0.79985	2.18912	68.8389	0.0962336	9.92238
51	2580	2.27283e-05	12.8905	0.803503	2.20513	69.2321	0.0936937	7.43266
51	2565	2.27297e-05	13.0443	0.787971	2.19873	68.3257	0.0951943	9.83712
51	2738	2.27451e-05	12.9296	0.805427	2.19067	68.1304	0.0957555	12.2824
52	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
52	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
52	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
52	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
52	2751	6.57369e-08	11.3582	0.872629	0.95828	19.6588	0.102692	11.7529
52	2722	6.74747e-08	11.4591	0.876023	0.965417	19.7539	0.102414	11.3855
52	2787	1.27e-07	11.3219	0.875133	0.950664	19.5924	0.0956898	11.6641
52	2688	1.42329e-07	11.4934	0.888683	0.961051	19.5304	0.101929	11.3725
52	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
52	2763	1.84594e-07	11.4266	0.878508	0.956011	19.7297	0.096015	11.6955
52	2661	2.35626e-07	11.4114	0.87731	0.962635	19.4804	0.0963227	11.6479
52	2761	2.57078e-07	11.4555	0.886064	0.961796	19.5875	0.096541	11.6305
52	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
52	2782	2.93889e-07	11.4497	0.894894	0.975792	19.7041	0.100121	11.4442
52	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
52	2766	4.93895e-07	11.4318	0.808212	0.972213	19.3984	0.101968	6.85738
52	2657	5.04361e-07	11.447	0.877588	0.950729	19.7373	0.102379	11.3643
52	2733	5.47238e-07	11.4391	0.877858	0.974059	19.8004	0.0952356	11.4021
52	2774	7.32862e-07	11.3699	0.885275	0.970304	19.3708	0.0963635	11.568
52	2701	7.63427e-07	11.505	0.893014	0.948863	19.9299	0.101547	11.3514
52	2771	9.14001e-07	11.3517	0.865369	0.944359	19.6835	0.102609	6.65727
52	2796	4.49242e-06	11.9328	0.881185	0.945012	19.48	0.0947351	6.76187
52	2667	4.63074e-06	12.0077	0.873851	0.951802	19.4894	0.0947134	6.7114
52	2797	6.20903e-06	11.9996	0.87739	0.947627	19.732	0.101553	6.73335
52	2630	1.31079e-05	12.3033	0.886169	0.923199	19.348	0.090382	10.1885
52	2533	1.32544e-05	12.326	0.79753	0.939613	19.3941	0.0958743	9.32883
52	2537	1.34058e-05	12.3969	0.886658	0.939552	19.1655	0.101598	7.47564
52	2169	1.38005e-05	12.4215	0.877493	0.938479	19.183	0.100679	9.75328
52	2254	1.38276e-05	12.3254	0.881936	0.930326	19.2733	0.101011	10.1759
52	2790	1.98975e-05	13.0731	0.892406	0.969929	19.7329	0.0936517	11.5315
52	2786	2.11901e-05	13.0905	0.874792	0.96701	19.678	0.0938469	11.4225
52	2711	2.12406e-05	13.0146	0.882408	0.958631	19.6083	0.09444	11.4331
52	2676	2.17285e-05	13.109	0.878002	0.967819	19.8844	0.0942308	11.4248
52	2545	2.18833e-05	13.1397	0.885184	0.968614	19.7488	0.0936708	11.5095
52	2326	2.22274e-05	13.2692	0.878638	2.17989	60.0998	0.108128	6.93843
52	2460	2.22477e-05	13.2936	0.884926	2.16581	59.511	0.107872	6.88693
52	2320	2.22507e-05	13.3623	0.784119	2.17389	61.7446	0.0963217	7.41296
52	2744	2.24257e-05	13.3113	0.788225	2.17209	65.6561	0.0933243	7.38542
52	2566	2.24328e-05	13.2174	0.879755	2.19901	60.0627	0.108897	6.95748
52	2755	2.24479e-05	13.1703	0.802821	2.20985	65.8966	0.096978	6.89763
52	2675	2.2468e-05	13.1634	0.793173	2.17051	66.8982	0.0954384	9.74266
52	2481	2.24987e-05	13.2031	0.798669	2.20673	66.2052	0.096154	6.91717
52	2695	2.25054e-05	13.3473	0.883436	2.20349	60.3227	0.107558	6.96653
52	2757	2.25098e-05	12.9486	0.788282	2.16422	68.6514	0.0913578	9.19831
52	2752	2.25183e-05	12.9993	0.78306	2.14693	70.0331	0.0916237	8.24395
52	2636	2.25575e-05	13.0187	0.793263	2.18548	66.1638	0.0942556	9.80619
52	2715	2.25622e-05	13.3565	0.891906	2.19962	60.4401	0.107735	6.97634
52	2513	2.26064e-05	13.2056	0.785274	2.17094	66.6677	0.0953885	9.7963
52	2678	2.26103e-05	13.1132	0.794881	2.16616	69.5734	0.0922647	8.18802
52	2716	2.26187e-05	12.8915	0.785537	2.17363	66.1341	0.0935133	9.31328
53	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
53	2807	8.55368e-09	11.3877	0.896028	0.960413	19.583	0.102766	11.4081
53	2835	1.18468e-08	11.3467	0.906225	0.960365	19.6599	0.10335	11.5866
53	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
53	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
53	2805	2.81894e-08	11.2661	0.889221	0.955162	19.5527	0.10239	11.4723
53	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
53	2751	6.57369e-08	11.3582	0.872629	0.95828	19.6588	0.102692	11.7529
53	2722	6.74747e-08	11.4591	0.876023	0.965417	19.7539	0.102414	11.3855
53	2787	1.27e-07	11.3219	0.875133	0.950664	19.5924	0.0956898	11.6641
53	2688	1.42329e-07	11.4934	0.888683	0.961051	19.5304	0.101929	11.3725
53	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
53	2808	1.72263e-07	11.4004	0.893834	0.949852	19.4639	0.101899	11.6824
53	2763	1.84594e-07	11.4266	0.878508	0.956011	19.7297	0.096015	11.6955
53	2661	2.35626e-07	11.4114	0.87731	0.962635	19.4804	0.0963227	11.6479
53	2761	2.57078e-07	11.4555	0.886064	0.961796	19.5875	0.096541	11.6305
53	2848	2.729e-07	11.4544	0.874969	0.967467	19.8916	0.0952854	11.7804
53	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
53	2782	2.93889e-07	11.4497	0.894894	0.975792	19.7041	0.100121	11.4442
53	2832	3.36524e-07	11.5055	0.890041	0.966319	19.6174	0.0965502	6.93851
53	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
53	2766	4.93895e-07	11.4318	0.808212	0.972213	19.3984	0.101968	6.85738
53	2657	5.04361e-07	11.447	0.877588	0.950729	19.7373	0.102379	11.3643
53	2841	5.05122e-07	11.4432	0.884983	0.943401	19.1851	0.0952027	9.78415
53	2733	5.47238e-07	11.4391	0.877858	0.974059	19.8004	0.0952356	11.4021
53	2774	7.32862e-07	11.3699	0.885275	0.970304	19.3708	0.0963635	11.568
53	2820	7.49709e-07	11.4239	0.891284	0.942347	19.854	0.101645	11.4131
53	2701	7.63427e-07	11.505	0.893014	0.948863	19.9299	0.101547	11.3514
53	2849	8.59831e-07	11.5742	0.890373	0.95172	19.6819	0.101567	11.3925
53	2771	9.14001e-07	11.3517	0.865369	0.944359	19.6835	0.102609	6.65727
53	2813	1.00734e-06	11.5131	0.880887	0.947591	19.7755	0.102457	11.2988
53	2828	2.28755e-06	11.5974	0.888105	0.936244	19.086	0.102206	7.43596
53	2796	4.49242e-06	11.9328	0.881185	0.945012	19.48	0.0947351	6.76187
53	2667	4.63074e-06	12.0077	0.873851	0.951802	19.4894	0.0947134	6.7114
53	2825	5.0542e-06	12.1023	0.889655	0.958446	19.7489	0.0939277	6.68815
53	2797	6.20903e-06	11.9996	0.87739	0.947627	19.732	0.101553	6.73335
53	2824	7.05226e-06	12.3135	0.880079	0.959285	19.2494	0.0930487	11.4474
53	2822	7.13771e-06	12.0507	0.877398	0.945097	19.6954	0.100561	6.72603
53	2817	1.00794e-05	12.2881	0.868983	0.940975	19.3322	0.0949339	9.42034
53	2630	1.31079e-05	12.3033	0.886169	0.923199	19.348	0.090382	10.1885
53	2533	1.32544e-05	12.326	0.79753	0.939613	19.3941	0.0958743	9.32883
53	2537	1.34058e-05	12.3969	0.886658	0.939552	19.1655	0.101598	7.47564
53	2819	1.36554e-05	12.2842	0.887765	0.927875	19.2308	0.10225	10.2378
53	2169	1.38005e-05	12.4215	0.877493	0.938479	19.183	0.100679	9.75328
53	2254	1.38276e-05	12.3254	0.881936	0.930326	19.2733	0.101011	10.1759
53	2829	1.51179e-05	12.5421	0.884264	0.935959	19.3255	0.0964343	49.5675
53	2837	1.88262e-05	12.9501	0.877629	0.968651	19.5707	0.101675	11.2803
53	2790	1.98975e-05	13.0731	0.892406	0.969929	19.7329	0.0936517	11.5315
53	2786	2.11901e-05	13.0905	0.874792	0.96701	19.678	0.0938469	11.4225
53	2711	2.12406e-05	13.0146	0.882408	0.958631	19.6083	0.09444	11.4331
54	2122	1.52606e-11	11.3654	0.89111	0.961274	19.5881	0.103021	11.521
54	2807	8.55368e-09	11.3877	0.896028	0.960413	19.583	0.102766	11.4081
54	2835	1.18468e-08	11.3467	0.906225	0.960365	19.6599	0.10335	11.5866
54	2574	1.44719e-08	11.402	0.880358	0.96244	19.6972	0.102048	11.479
54	2489	1.47542e-08	11.3664	0.882395	0.957241	19.5903	0.101385	11.5688
54	2866	1.85852e-08	11.4353	0.827487	0.966025	19.5684	0.0952907	11.5163
54	2805	2.81894e-08	11.2661	0.889221	0.955162	19.5527	0.10239	11.4723
54	2508	6.33033e-08	11.3887	0.897933	0.964398	19.4923	0.101922	11.6299
54	2751	6.57369e-08	11.3582	0.872629	0.95828	19.6588	0.102692	11.7529
54	2722	6.74747e-08	11.4591	0.876023	0.965417	19.7539	0.102414	11.3855
54	2896	9.35637e-08	11.3116	0.893247	0.966908	19.7724	0.101575	6.95984
54	2894	1.12905e-07	11.5092	0.883312	0.96493	19.5766	0.10172	11.5574
54	2787	1.27e-07	11.3219	0.875133	0.950664	19.5924	0.0956898	11.6641
54	2688	1.42329e-07	11.4934	0.888683	0.961051	19.5304	0.101929	11.3725
54	2875	1.53274e-07	11.2688	0.886426	0.949404	19.5417	0.0967444	11.5701
54	2575	1.71431e-07	11.4674	0.891625	0.955507	19.3615	0.10112	11.6533
54	2808	1.72263e-07	11.4004	0.893834	0.949852	19.4639	0.101899	11.6824
54	2763	1.84594e-07	11.4266	0.878508	0.956011	19.7297	0.096015	11.6955
54	2661	2.35626e-07	11.4114	0.87731	0.962635	19.4804	0.0963227	11.6479
54	2761	2.57078e-07	11.4555	0.886064	0.961796	19.5875	0.096541	11.6305
54	2869	2.68647e-07	11.4061	0.884651	0.946437	19.0039	0.102206	10.271
54	2848	2.729e-07	11.4544	0.874969	0.967467	19.8916	0.0952854	11.7804
54	2452	2.82628e-07	11.3593	0.8825	0.959063	19.611	0.0956013	11.5906
54	2782	2.93889e-07	11.4497	0.894894	0.975792	19.7041	0.100121	11.4442
54	2882	3.34296e-07	11.336	0.89251	0.941311	19.4356	0.10179	9.75506
54	2832	3.36524e-07	11.5055	0.890041	0.966319	19.6174	0.0965502	6.93851
54	2891	3.7348e-07	11.4399	0.874641	0.950854	19.5992	0.101503	11.4726
54	2549	4.00003e-07	11.4351	0.827881	0.964514	19.4713	0.102602	11.5826
54	2865	4.68014e-07	11.5588	0.882793	0.960402	19.5455	0.0954883	28.2955
54	2863	4.80995e-07	11.5436	0.881043	0.956448	19.6489	0.0953289	11.3251
54	2766	4.93895e-07	11.4318	0.808212	0.972213	19.3984	0.101968	6.85738
54	2657	5.04361e-07	11.447	0.877588	0.950729	19.7373	0.102379	11.3643
54	2841	5.05122e-07	11.4432	0.884983	0.943401	19.1851	0.0952027	9.78415
54	2733	5.47238e-07	11.4391	0.877858	0.974059	19.8004	0.0952356	11.4021
54	2871	5.67186e-07	11.4355	0.8751	0.969123	19.6698	0.0938746	11.4628
54	2892	5.77732e-07	11.5649	0.881009	0.958959	19.8513	0.101953	11.3467
54	2853	6.71517e-07	11.5105	0.895512	0.952806	19.3734	0.0940405	8.49601
54	2870	6.99523e-07	11.5283	0.886895	0.953745	19.9144	0.102454	11.4039
54	2774	7.32862e-07	11.3699	0.885275	0.970304	19.3708	0.0963635	11.568
54	2820	7.49709e-07	11.4239	0.891284	0.942347	19.854	0.101645	11.4131
54	2701	7.63427e-07	11.505	0.893014	0.948863	19.9299	0.101547	11.3514
54	2849	8.59831e-07	11.5742	0.890373	0.95172	19.6819	0.101567	11.3925
54	2771	9.14001e-07	11.3517	0.865369	0.944359	19.6835	0.102609	6.65727
54	2883	9.85966e-07	11.3533	0.88997	0.934532	19.7983	0.102412	11.766
